student_id,age,study_hours_per_week,attendance_pct,average_grade,assignments_count,sleep_hours_per_night,final_score,passed
STU-0005495,22,7.6,87.3,100,9,7.3,80.0,yes
STU-0005496,21,20.9,78.3,100,4,7.8,87.4,yes
STU-0005497,17,14.3,93.8,90.4,9,8.8,93.6,yes
STU-0005498,18,5.6,73.4,63.4,6,7.3,59.7,no
STU-0005499,19,8.9,53.1,64.1,14,7.2,61.3,yes
STU-0005500,20,13.8,77.5,99.3,12,7.0,83.3,yes
STU-0005501,18,12.1,72.2,83.5,13,5.8,61.3,yes
STU-0005502,22,13.0,80.9,87.3,11,7.3,78.1,yes
STU-0005503,22,9.3,91.7,30.5,14,6.9,50.1,no
STU-0005504,23,14.1,100,100,7,7.9,97.3,yes
STU-0005505,24,16.5,79.6,97.1,12,7.9,85.5,yes
STU-0005506,20,21.1,100,100,6,6.9,94.0,yes
STU-0005507,17,5.5,75.4,63.2,4,7.0,63.6,yes
STU-0005508,20,21.6,87.7,85.7,12,6.6,81.4,yes
STU-0005509,20,7.0,78.0,85.3,11,6.9,67.2,yes
STU-0005510,24,12.6,73.9,99.3,5,9.0,79.4,yes
STU-0005511,19,1.1,77.3,67.0,5,6.5,62.9,yes
STU-0005512,17,15.4,67.7,86.2,4,6.1,73.0,yes
STU-0005513,24,13.2,95.1,100,13,8.0,100,yes
STU-0005514,21,12.4,79.2,100,9,7.7,90.3,yes
STU-0005515,19,5.2,67.5,53.3,6,9.6,61.5,yes
STU-0005516,20,11.3,80.0,87.9,8,5.6,73.3,yes
STU-0005517,17,14.3,68.3,93.0,4,6.1,64.2,yes
STU-0005518,20,12.9,94.8,100,5,7.4,90.6,yes
STU-0005519,26,4.2,35.4,57.1,10,6.0,51.4,no
STU-0005520,25,17.5,92.8,82.1,7,7.0,66.5,yes
STU-0005521,19,11.4,85.2,84.6,13,8.4,89.7,yes
STU-0005522,19,10.5,64.4,89.2,8,7.2,74.4,yes
STU-0005523,19,10.7,83.5,89.8,5,7.1,79.3,yes
STU-0005524,26,5.8,65.1,78.9,3,7.2,79.7,yes
STU-0005525,21,14.1,72.1,66.6,6,6.2,70.4,yes
STU-0005526,26,8.2,65.4,77.8,12,5.9,47.9,no
STU-0005527,24,12.7,75.6,70.4,13,6.1,65.2,yes
STU-0005528,23,12.2,69.3,84.3,8,6.7,74.3,yes
STU-0005529,18,1.0,48.0,65.9,9,5.6,41.5,no
STU-0005530,26,14.5,83.8,81.6,14,7.9,80.8,yes
STU-0005531,19,7.6,69.4,78.3,10,6.2,56.6,no
STU-0005532,18,25.0,75.5,98.4,8,7.0,91.9,yes
STU-0005533,19,16.8,80.2,96.8,12,6.2,75.1,yes
STU-0005534,24,9.3,78.8,75.8,4,7.9,75.9,yes
STU-0005535,21,23.4,88.2,84.1,13,5.9,81.5,yes
STU-0005536,25,16.5,67.3,84.8,6,7.3,71.3,yes
STU-0005537,26,20.5,78.7,98.0,8,6.9,90.0,yes
STU-0005538,20,9.5,67.6,60.1,6,8.4,64.2,yes
STU-0005539,19,12.2,83.0,86.3,9,6.6,80.9,yes
STU-0005540,24,6.9,56.9,87.0,8,6.8,59.1,no
STU-0005541,20,13.1,69.9,57.2,8,6.7,57.8,no
STU-0005542,22,23.9,90.1,100,3,7.5,80.3,yes
STU-0005543,23,14.2,71.5,100,4,8.7,85.5,yes
STU-0005544,18,1.5,62.2,50.1,10,6.5,49.7,no
STU-0005545,19,15.5,88.4,100,13,8.3,91.9,yes
STU-0005546,21,6.9,70.1,56.0,14,7.1,65.4,yes
STU-0005547,19,11.2,69.0,46.8,11,7.3,61.0,yes
STU-0005548,26,19.1,81.9,100,4,7.6,88.1,yes
STU-0005549,20,17.9,80.0,81.4,7,5.9,65.0,yes
STU-0005550,24,8.7,56.6,59.2,7,6.1,49.4,no
STU-0005551,21,7.0,72.1,95.6,4,6.6,76.9,yes
STU-0005552,25,9.1,72.8,93.0,13,5.9,67.8,yes
STU-0005553,21,3.2,58.2,69.0,9,6.0,65.8,yes
STU-0005554,26,13.9,81.3,91.4,14,6.1,75.2,yes
STU-0005555,20,19.3,76.5,100,7,8.0,100,yes
STU-0005556,26,5.3,72.0,87.5,3,6.7,61.9,yes
STU-0005557,17,20.5,99.1,96.2,11,7.0,86.4,yes
STU-0005558,21,22.9,73.6,100,14,6.3,89.6,yes
STU-0005559,25,22.6,97.2,100,11,7.3,77.9,yes
STU-0005560,18,12.1,90.6,70.4,13,7.7,69.1,yes
STU-0005561,18,5.9,75.9,89.1,3,6.1,77.7,yes
STU-0005562,19,3.2,63.1,69.8,11,6.9,62.3,yes
STU-0005563,24,2.7,56.8,77.7,10,7.1,68.1,yes
STU-0005564,21,5.4,69.2,100,8,8.0,72.5,yes
STU-0005565,20,15.5,85.9,80.2,14,7.9,73.5,yes
STU-0005566,18,20.7,80.6,100,14,7.6,98.4,yes
STU-0005567,25,6.8,70.7,76.3,3,7.7,58.6,no
STU-0005568,26,6.4,77.3,61.9,13,6.1,49.8,no
STU-0005569,21,1.0,68.8,67.1,13,8.8,66.6,yes
STU-0005570,22,10.1,99.8,87.7,6,8.7,73.9,yes
STU-0005571,17,23.4,84.3,100,3,8.3,100,yes
STU-0005572,18,12.7,84.5,90.7,14,8.3,82.6,yes
STU-0005573,19,10.4,62.6,74.1,6,6.7,76.1,yes
STU-0005574,26,1.0,63.0,45.1,12,5.8,41.7,no
STU-0005575,19,9.2,78.0,100,14,6.9,97.2,yes
STU-0005576,26,21.6,87.3,100,14,8.3,100,yes
STU-0005577,17,6.0,76.9,90.4,3,6.5,75.3,yes
STU-0005578,19,1.0,35,47.1,4,6.2,35.6,no
STU-0005579,17,9.6,85.3,66.0,12,8.0,65.6,yes
STU-0005580,21,8.5,90.1,89.2,14,7.5,77.0,yes
STU-0005581,17,15.1,100,84.2,5,8.9,82.3,yes
STU-0005582,20,17.6,77.8,100,4,7.5,78.2,yes
STU-0005583,24,13.4,70.9,86.5,14,6.9,69.0,yes
STU-0005584,19,23.6,99.4,100,5,7.5,94.2,yes
STU-0005585,19,6.5,62.1,94.7,12,5.8,67.2,yes
STU-0005586,20,12.6,66.5,67.6,10,7.7,75.3,yes
STU-0005587,26,3.1,84.6,78.8,5,7.8,73.8,yes
STU-0005588,21,14.6,83.3,100,14,7.3,75.0,yes
STU-0005589,21,5.9,80.3,100,13,7.8,78.2,yes
STU-0005590,20,19.8,95.9,86.8,7,8.6,91.1,yes
STU-0005591,23,6.6,83.8,89.7,12,8.2,80.2,yes
STU-0005592,18,5.2,61.4,100,7,6.9,75.9,yes
STU-0005593,23,6.9,72.4,86.2,12,5.7,66.1,yes
STU-0005594,17,9.8,76.5,100,13,6.9,82.3,yes
STU-0005595,19,1.0,43.0,20,10,6.4,29.9,no
STU-0005596,20,1.0,58.4,74.1,6,5.6,51.3,no
STU-0005597,21,1.0,73.0,69.7,11,6.2,64.0,yes
STU-0005598,22,17.1,100,98.5,6,8.3,92.6,yes
STU-0005599,21,15.0,82.8,86.9,10,8.6,89.3,yes
STU-0005600,18,16.4,84.3,100,3,9.2,98.0,yes
STU-0005601,26,6.8,72.7,82.1,14,5.3,60.4,yes
STU-0005602,21,16.9,75.5,84.6,12,7.0,79.2,yes
STU-0005603,22,5.8,63.5,57.0,13,7.3,57.0,no
STU-0005604,21,14.1,90.8,100,7,6.7,81.4,yes
STU-0005605,20,12.1,91.8,72.1,11,6.9,62.4,yes
STU-0005606,20,18.6,58.9,90.8,13,6.6,75.1,yes
STU-0005607,18,13.1,87.1,100,4,8.5,99.2,yes
STU-0005608,26,22.5,83.6,97.4,12,8.5,87.2,yes
STU-0005609,19,9.4,74.6,100,13,7.2,86.7,yes
STU-0005610,24,11.8,82.2,100,12,6.8,84.8,yes
STU-0005611,26,20.2,93.7,88.0,14,8.0,89.0,yes
STU-0005612,24,7.6,77.6,100,7,6.3,81.4,yes
STU-0005613,18,14.1,67.2,89.7,7,7.3,65.6,yes
STU-0005614,19,11.3,95.4,74.0,8,7.3,71.3,yes
STU-0005615,17,11.9,89.7,100,5,5.5,80.7,yes
STU-0005616,20,12.1,88.8,77.7,10,9.2,82.5,yes
STU-0005617,17,7.1,68.6,70.1,8,6.0,59.8,no
STU-0005618,18,1.9,65.2,28.8,6,6.6,43.1,no
STU-0005619,26,6.3,89.0,91.4,12,8.2,71.0,yes
STU-0005620,22,4.6,60.8,75.0,7,6.1,60.5,yes
STU-0005621,25,9.6,61.2,37.6,6,7.1,50.8,no
STU-0005622,19,2.0,59.5,67.5,13,6.3,64.1,yes
STU-0005623,26,6.5,70.9,83.6,4,6.4,71.0,yes
STU-0005624,19,9.3,85.9,92.5,10,8.1,81.4,yes
STU-0005625,23,16.5,97.8,100,11,7.6,71.3,yes
STU-0005626,19,11.6,92.5,74.7,10,6.6,73.7,yes
STU-0005627,23,10.7,79.9,85.2,11,6.2,76.6,yes
STU-0005628,19,3.0,69.8,100,4,7.4,79.8,yes
STU-0005629,19,13.6,75.3,85.3,3,5.9,69.8,yes
STU-0005630,23,13.6,80.2,88.2,9,6.6,78.6,yes
STU-0005631,20,14.0,88.3,100,13,5.3,73.6,yes
STU-0005632,21,14.3,83.4,88.3,14,7.0,80.5,yes
STU-0005633,17,1.0,58.6,66.5,11,6.2,48.6,no
STU-0005634,26,11.8,86.5,60.4,5,8.3,72.2,yes
STU-0005635,25,11.7,91.2,87.1,12,8.0,79.5,yes
STU-0005636,25,18.9,79.6,100.0,4,5.7,84.5,yes
STU-0005637,23,16.7,80.9,75.4,14,6.3,73.5,yes
STU-0005638,17,16.1,64.3,83.9,6,7.3,72.2,yes
STU-0005639,21,13.4,87.7,100,6,6.7,90.9,yes
STU-0005640,18,20.8,82.6,100,5,8.2,86.1,yes
STU-0005641,23,15.7,73.4,80.6,14,8.4,80.4,yes
STU-0005642,18,8.1,78.4,41.8,6,5.4,48.6,no
STU-0005643,22,6.4,78.7,88.0,5,6.8,75.5,yes
STU-0005644,25,11.5,73.9,79.0,11,7.1,74.6,yes
STU-0005645,17,1.0,70.0,69.5,10,6.9,51.4,no
STU-0005646,19,20.9,93.3,100,7,7.5,84.7,yes
STU-0005647,19,10.2,72.7,80.5,14,6.8,75.3,yes
STU-0005648,22,20.9,69.5,100,5,7.1,89.2,yes
STU-0005649,25,4.4,91.5,100,6,8.0,73.2,yes
STU-0005650,19,5.2,72.9,94.4,3,8.3,76.3,yes
STU-0005651,24,1.0,63.5,69.6,5,5.4,45.4,no
STU-0005652,24,11.0,58.9,59.2,4,6.1,53.0,no
STU-0005653,23,7.2,86.9,78.7,13,7.2,75.9,yes
STU-0005654,19,8.6,67.3,77.3,7,4.9,55.1,no
STU-0005655,20,11.6,79.6,100,11,6.7,84.6,yes
STU-0005656,20,10.7,97.7,81.4,3,9.2,85.1,yes
STU-0005657,26,3.1,55.8,89.2,6,7.8,63.6,yes
STU-0005658,20,2.2,51.3,76.9,8,8.0,58.7,no
STU-0005659,21,16.8,70.8,100,6,7.3,91.7,yes
STU-0005660,19,13.3,78.1,100,8,6.9,83.4,yes
STU-0005661,19,12.6,78.6,51.4,9,7.5,60.9,yes
STU-0005662,21,13.2,83.4,100,13,6.6,85.4,yes
STU-0005663,19,8.3,74.7,85.2,9,7.0,70.7,yes
STU-0005664,23,21.8,79.2,96.1,8,7.3,91.8,yes
STU-0005665,21,15.1,79.3,86.2,11,6.0,73.5,yes
STU-0005666,26,4.2,63.3,78.8,5,5.5,50.9,no
STU-0005667,22,10.5,93.2,100,14,7.6,81.6,yes
STU-0005668,20,6.8,78.3,82.0,5,7.3,65.7,yes
STU-0005669,22,24.9,82.4,100,7,6.8,100,yes
STU-0005670,18,16.9,78.8,100,14,7.5,82.2,yes
STU-0005671,17,18.5,68.1,80.2,9,7.8,79.4,yes
STU-0005672,21,19.5,80.0,100,14,6.7,82.0,yes
STU-0005673,23,9.3,79.4,100,5,6.9,82.2,yes
STU-0005674,26,18.2,75.4,100,8,7.0,76.9,yes
STU-0005675,26,14.9,87.8,100,7,7.7,99.1,yes
STU-0005676,20,4.5,74.5,82.0,6,5.8,72.9,yes
STU-0005677,21,19.0,80.7,93.6,4,6.4,80.2,yes
STU-0005678,23,1.0,53.7,28.8,8,5.9,36.4,no
STU-0005679,22,14.9,87.5,91.3,3,7.0,83.6,yes
STU-0005680,22,16.9,80.4,100,5,7.8,90.0,yes
STU-0005681,19,10.4,82.4,82.6,10,7.4,73.3,yes
STU-0005682,19,20.4,97.8,100,11,8.4,87.8,yes
STU-0005683,23,18.8,80.1,87.8,7,9.3,88.8,yes
STU-0005684,18,20.7,93.9,100,11,7.8,100,yes
STU-0005685,21,20.6,85.5,100,13,7.8,81.9,yes
STU-0005686,18,17.2,93.3,86.1,3,8.0,85.5,yes
STU-0005687,20,1.0,80.3,100,5,5.6,68.5,yes
STU-0005688,19,4.9,70.7,82.6,3,6.2,74.0,yes
STU-0005689,23,12.3,94.0,99.8,8,6.9,87.3,yes
STU-0005690,20,11.8,73.7,90.8,6,7.8,77.7,yes
STU-0005691,26,14.4,100,100,11,8.3,90.8,yes
STU-0005692,19,10.1,97.1,100,3,8.1,88.2,yes
STU-0005693,19,2.4,71.4,48.9,11,8.2,63.8,yes
STU-0005694,23,27.4,82.7,83.9,10,7.6,85.2,yes
STU-0005695,24,10.9,72.8,100,9,7.4,91.7,yes
STU-0005696,23,1.7,51.5,71.6,11,5.3,37.9,no
STU-0005697,19,10.4,83.7,91.4,14,7.6,80.5,yes
STU-0005698,19,17.7,99.1,100,6,8.0,83.4,yes
STU-0005699,18,2.1,98.1,100,11,8.1,76.7,yes
STU-0005700,21,5.8,78.1,71.2,13,6.5,55.9,no
STU-0005701,25,14.1,100,100,6,7.3,92.1,yes
STU-0005702,19,12.2,93.9,100,12,6.8,74.7,yes
STU-0005703,17,24.5,100,100,5,6.1,82.3,yes
STU-0005704,25,17.7,95.5,100,6,6.4,86.2,yes
STU-0005705,26,17.9,90.2,100,6,9.1,85.6,yes
STU-0005706,25,23.1,71.1,74.0,9,6.8,71.1,yes
STU-0005707,25,1.0,46.2,41.7,14,6.5,37.9,no
STU-0005708,22,23.0,85.7,100,12,6.5,89.5,yes
STU-0005709,20,16.9,100,100,6,8.3,96.5,yes
STU-0005710,23,22.0,95.6,100,10,6.5,93.5,yes
STU-0005711,20,17.0,98.1,100,7,7.5,93.3,yes
STU-0005712,23,12.8,81.4,93.4,8,6.4,81.5,yes
STU-0005713,18,14.3,94.2,89.8,6,8.4,95.9,yes
STU-0005714,24,13.0,86.8,100,6,7.9,84.5,yes
STU-0005715,17,6.2,64.9,51.0,3,7.7,62.5,yes
STU-0005716,23,9.9,71.2,31.2,11,6.4,48.1,no
STU-0005717,21,13.5,85.9,83.6,7,8.5,80.7,yes
STU-0005718,19,8.6,74.7,84.2,10,9.6,83.0,yes
STU-0005719,19,9.6,60.6,55.7,9,7.0,55.1,no
STU-0005720,20,11.1,58.8,79.4,14,6.3,58.7,no
STU-0005721,20,8.6,82.1,65.5,12,5.8,66.9,yes
STU-0005722,20,4.4,63.8,82.2,12,7.3,71.7,yes
STU-0005723,24,2.3,68.4,77.9,3,8.1,72.5,yes
STU-0005724,17,2.0,80.8,86.6,3,6.8,62.5,yes
STU-0005725,22,15.1,83.7,100,4,7.8,97.9,yes
STU-0005726,24,10.9,73.6,74.9,10,8.1,67.5,yes
STU-0005727,22,3.2,56.3,42.1,14,6.2,43.2,no
STU-0005728,26,12.6,55.8,38.0,8,7.9,58.4,no
STU-0005729,19,7.2,86.6,99.0,10,5.7,82.3,yes
STU-0005730,20,2.8,72.0,38.6,12,6.0,45.4,no
STU-0005731,24,6.9,59.3,59.1,11,6.4,56.4,no
STU-0005732,24,10.6,70.9,91.4,14,9.3,73.4,yes
STU-0005733,19,18.4,84.4,100,3,8.1,92.2,yes
STU-0005734,23,15.8,81.4,100,7,7.6,79.2,yes
STU-0005735,21,8.3,83.3,82.9,6,6.8,73.6,yes
STU-0005736,23,8.2,86.1,65.8,14,7.0,67.2,yes
STU-0005737,25,5.2,74.6,54.8,8,6.4,54.2,no
STU-0005738,21,31.0,100,100,7,7.8,92.4,yes
STU-0005739,23,16.5,67.0,100,14,6.3,78.2,yes
STU-0005740,20,1.0,66.6,62.6,13,6.3,50.5,no
STU-0005741,21,8.3,78.9,92.7,12,7.4,80.9,yes
STU-0005742,19,16.2,89.4,90.5,9,6.6,74.2,yes
STU-0005743,26,16.6,65.7,100,9,6.7,85.2,yes
STU-0005744,18,1.0,76.7,63.8,14,6.0,54.3,no
STU-0005745,26,10.1,72.1,93.0,8,6.7,69.6,yes
STU-0005746,23,10.5,72.6,94.9,12,5.9,76.9,yes
STU-0005747,21,6.5,85.4,82.6,9,8.1,84.7,yes
STU-0005748,18,7.7,78.0,82.6,7,7.8,69.0,yes
STU-0005749,19,14.3,57.5,64.9,11,7.0,65.8,yes
STU-0005750,18,8.7,81.4,100,8,7.1,83.2,yes
STU-0005751,21,7.8,74.2,48.1,6,7.1,55.7,no
STU-0005752,18,6.8,62.0,49.8,11,6.9,56.2,no
STU-0005753,24,1.0,69.5,66.7,12,6.7,51.6,no
STU-0005754,19,12.7,88.8,100,11,6.6,79.2,yes
STU-0005755,24,15.8,81.1,84.5,6,7.1,88.6,yes
STU-0005756,25,1.0,75.5,88.5,14,6.7,67.7,yes
STU-0005757,21,3.7,73.5,71.8,5,5.1,58.8,no
STU-0005758,25,8.4,55.0,53.7,7,6.5,49.5,no
STU-0005759,18,21.0,63.5,42.5,13,6.8,66.2,yes
STU-0005760,23,13.8,100,100,6,7.4,83.3,yes
STU-0005761,20,6.8,67.5,69.1,9,6.4,42.2,no
STU-0005762,23,23.2,87.2,100,5,7.3,91.8,yes
STU-0005763,18,25.7,90.0,100,6,8.0,92.5,yes
STU-0005764,19,21.1,68.6,67.9,13,6.8,69.9,yes
STU-0005765,20,6.0,70.9,35.3,8,6.7,50.2,no
STU-0005766,19,8.9,55.2,52.2,3,7.0,49.5,no
STU-0005767,24,5.2,72.3,90.0,9,6.4,77.1,yes
STU-0005768,26,9.2,92.0,100,6,7.6,83.6,yes
STU-0005769,19,13.7,77.6,100,12,8.0,90.6,yes
STU-0005770,20,17.0,86.2,100,11,7.2,84.8,yes
STU-0005771,25,21.8,77.4,100,6,6.9,96.9,yes
STU-0005772,20,16.5,93.7,100,8,7.6,86.1,yes
STU-0005773,20,13.9,76.3,95.3,9,5.4,72.2,yes
STU-0005774,19,12.6,100,100,8,7.2,96.1,yes
STU-0005775,22,12.7,88.1,100,9,7.0,86.1,yes
STU-0005776,19,20.6,98.4,96.5,11,7.3,95.2,yes
STU-0005777,21,13.4,76.1,100,11,9.1,88.4,yes
STU-0005778,26,3.1,67.6,75.3,13,6.8,56.8,no
STU-0005779,18,7.1,73.5,93.0,14,6.7,78.6,yes
STU-0005780,21,12.5,76.7,66.1,12,6.5,65.1,yes
STU-0005781,17,7.6,75.5,86.1,11,6.2,76.5,yes
STU-0005782,26,1.0,44.2,66.6,7,7.0,52.8,no
STU-0005783,23,10.8,74.4,69.7,13,7.5,68.8,yes
STU-0005784,22,14.2,96.6,70.2,4,6.7,79.2,yes
STU-0005785,22,1.0,64.3,53.4,10,7.0,53.8,no
STU-0005786,22,7.4,66.7,53.0,9,6.8,46.3,no
STU-0005787,18,5.7,87.4,81.9,10,6.4,64.5,yes
STU-0005788,21,10.8,78.3,89.5,14,7.8,75.4,yes
STU-0005789,19,1.4,71.9,44.1,3,6.9,64.9,yes
STU-0005790,21,11.8,82.1,99.6,7,8.5,91.0,yes
STU-0005791,18,14.0,58.7,78.1,10,7.5,67.5,yes
STU-0005792,26,16.3,94.5,95.1,5,7.8,76.0,yes
STU-0005793,23,7.8,65.5,77.3,10,6.7,64.7,yes
STU-0005794,20,15.1,100.0,100,11,7.8,91.6,yes
STU-0005795,21,11.4,82.0,78.0,10,6.5,73.4,yes
STU-0005796,19,1.0,66.7,49.5,4,8.2,53.7,no
STU-0005797,20,11.2,81.2,97.1,13,7.2,87.7,yes
STU-0005798,17,8.9,80.7,83.2,10,7.1,75.4,yes
STU-0005799,26,1.0,57.2,28.4,6,6.4,45.3,no
STU-0005800,26,6.8,71.6,75.5,13,6.7,63.9,yes
STU-0005801,18,4.8,65.1,36.8,5,6.5,44.8,no
STU-0005802,18,10.7,66.0,81.5,5,6.8,68.8,yes
STU-0005803,19,7.8,73.7,92.7,4,5.4,68.6,yes
STU-0005804,20,12.2,69.3,87.0,3,7.7,67.6,yes
STU-0005805,20,17.6,81.7,100,13,7.9,89.2,yes
STU-0005806,22,4.0,54.2,99.0,5,6.4,67.6,yes
STU-0005807,21,17.8,100,98.0,6,8.3,86.7,yes
STU-0005808,18,6.0,66.8,80.5,4,7.8,74.6,yes
STU-0005809,20,15.1,94.3,100,7,7.2,100,yes
STU-0005810,26,12.3,83.9,67.1,13,5.5,63.2,yes
STU-0005811,24,8.0,45.6,41.2,14,8.0,50.2,no
STU-0005812,18,17.4,80.4,51.8,4,7.3,60.5,yes
STU-0005813,25,1.0,71.1,89.3,9,7.3,72.5,yes
STU-0005814,18,11.8,79.9,95.7,9,7.7,75.1,yes
STU-0005815,21,9.1,70.7,81.8,9,6.6,66.7,yes
STU-0005816,20,1.0,68.2,45.6,9,7.2,34.1,no
STU-0005817,23,6.4,76.0,84.5,7,7.3,81.2,yes
STU-0005818,18,17.8,94.0,98.7,11,6.9,86.5,yes
STU-0005819,20,18.0,72.1,81.0,3,5.7,65.0,yes
STU-0005820,23,9.5,58.4,37.1,9,6.6,51.6,no
STU-0005821,17,16.4,100,95.2,14,7.4,81.7,yes
STU-0005822,17,10.1,58.6,39.8,10,7.4,50.2,no
STU-0005823,21,11.1,75.3,79.0,11,7.1,80.5,yes
STU-0005824,19,4.1,64.5,91.2,9,6.6,77.9,yes
STU-0005825,19,12.9,66.9,64.4,8,7.1,64.5,yes
STU-0005826,25,14.3,88.7,89.7,13,9.7,86.5,yes
STU-0005827,25,1.0,70.4,64.4,12,6.4,65.2,yes
STU-0005828,18,9.6,61.8,58.8,8,8.0,55.4,no
STU-0005829,22,1.2,72.1,54.2,13,7.9,48.3,no
STU-0005830,25,1.0,95.5,82.9,9,7.3,85.5,yes
STU-0005831,18,7.7,94.4,83.7,5,7.2,73.5,yes
STU-0005832,21,9.6,80.2,85.1,9,7.9,82.1,yes
STU-0005833,25,2.6,68.8,72.4,7,6.9,64.9,yes
STU-0005834,25,2.1,55.2,76.4,7,5.0,50.4,no
STU-0005835,25,12.6,78.1,66.1,5,6.9,61.7,yes
STU-0005836,18,15.9,73.4,86.1,5,8.0,79.3,yes
STU-0005837,18,26.5,90.6,87.8,12,6.7,93.6,yes
STU-0005838,22,9.4,78.8,100,13,7.8,80.3,yes
STU-0005839,20,16.7,91.3,95.4,9,8.1,100,yes
STU-0005840,23,20.5,97.0,100,9,8.3,95.8,yes
STU-0005841,20,14.5,72.0,100,10,6.3,94.3,yes
STU-0005842,20,16.2,93.6,92.5,13,6.3,79.1,yes
STU-0005843,20,12.1,85.4,91.4,13,5.2,79.9,yes
STU-0005844,21,23.6,90.6,100,3,7.9,66.4,yes
STU-0005845,20,15.0,80.9,100,9,6.3,78.5,yes
STU-0005846,17,18.8,70.5,100,4,6.5,82.2,yes
STU-0005847,17,25.5,100,100,12,7.7,87.7,yes
STU-0005848,21,18.9,87.5,100,10,8.2,83.4,yes
STU-0005849,19,25.4,100,100,4,6.8,98.2,yes
STU-0005850,24,16.1,89.8,100,7,8.1,90.8,yes
STU-0005851,20,14.0,76.9,90.7,5,8.8,93.7,yes
STU-0005852,17,26.0,85.8,100,12,8.2,84.9,yes
STU-0005853,20,4.2,64.7,98.6,8,7.2,66.7,yes
STU-0005854,25,11.8,95.0,100,13,7.1,79.9,yes
STU-0005855,26,11.0,84.7,100,12,8.0,92.7,yes
STU-0005856,21,3.5,59.0,86.6,6,9.0,73.3,yes
STU-0005857,19,2.9,77.3,96.9,3,6.1,89.6,yes
STU-0005858,17,18.1,98.8,100,5,7.8,90.4,yes
STU-0005859,23,5.2,58.3,54.4,9,9.2,67.7,yes
STU-0005860,17,8.7,65.6,89.5,12,7.6,68.6,yes
STU-0005861,23,18.2,100,100,5,8.8,95.2,yes
STU-0005862,24,26.5,98.0,89.0,11,6.9,79.3,yes
STU-0005863,19,10.5,68.8,73.9,11,8.0,73.0,yes
STU-0005864,19,10.2,91.6,100,6,7.8,73.0,yes
STU-0005865,24,2.9,59.9,46.1,5,6.6,44.9,no
STU-0005866,20,13.7,73.9,100,13,7.7,93.2,yes
STU-0005867,19,7.0,81.9,100,5,6.8,69.3,yes
STU-0005868,18,1.0,58.3,58.7,12,7.3,39.8,no
STU-0005869,18,23.2,82.0,100,14,7.3,80.4,yes
STU-0005870,20,1.0,66.4,62.5,13,5.4,44.8,no
STU-0005871,21,10.3,70.3,74.4,9,7.4,67.5,yes
STU-0005872,22,3.9,84.7,40.5,11,7.6,56.7,no
STU-0005873,19,8.0,66.3,62.5,10,8.4,64.9,yes
STU-0005874,18,1.6,73.0,75.6,13,8.2,59.6,no
STU-0005875,18,11.8,71.9,100,14,7.1,77.2,yes
STU-0005876,26,15.2,68.1,72.0,8,6.4,63.3,yes
STU-0005877,17,1.0,62.9,54.1,9,5.8,54.5,no
STU-0005878,19,1.0,69.1,66.2,10,7.9,56.6,no
STU-0005879,19,1.9,77.9,88.5,11,6.3,74.7,yes
STU-0005880,21,17.0,52.2,74.7,8,6.2,58.8,no
STU-0005881,24,9.3,79.3,94.9,10,7.4,74.5,yes
STU-0005882,21,4.5,84.1,89.2,14,8.1,80.5,yes
STU-0005883,22,12.6,83.8,99.7,9,8.0,94.6,yes
STU-0005884,21,10.2,90.9,90.1,9,7.2,84.3,yes
STU-0005885,20,10.6,91.4,82.0,14,6.3,78.5,yes
STU-0005886,20,24.8,65.9,91.1,12,6.1,85.7,yes
STU-0005887,23,19.5,77.1,74.1,8,6.9,66.2,yes
STU-0005888,18,1.0,56.7,38.2,7,6.6,32.2,no
STU-0005889,20,15.5,95.3,97.4,9,8.4,93.2,yes
STU-0005890,21,8.5,75.5,31.8,4,4.9,45.8,no
STU-0005891,20,13.7,81.5,100,4,6.5,77.6,yes
STU-0005892,25,13.2,97.0,100,6,8.5,89.0,yes
STU-0005893,19,18.4,85.8,100,4,7.7,98.9,yes
STU-0005894,18,9.2,77.7,100,9,7.9,77.0,yes
STU-0005895,25,1.0,60.9,34.1,13,5.9,37.6,no
STU-0005896,20,4.5,61.4,79.3,4,5.9,62.6,yes
STU-0005897,17,14.5,83.7,77.1,11,4.6,70.0,yes
STU-0005898,19,8.6,85.7,100,10,8.5,85.2,yes
STU-0005899,19,20.4,84.0,99.4,7,6.1,82.8,yes
STU-0005900,24,9.6,76.2,100,6,6.4,72.0,yes
STU-0005901,18,17.6,85.6,100,5,7.0,84.7,yes
STU-0005902,19,4.5,69.7,100,7,5.6,91.3,yes
STU-0005903,24,2.0,83.4,44.0,11,6.1,55.9,no
STU-0005904,17,1.0,50.3,44.5,7,6.4,51.4,no
STU-0005905,22,4.2,68.8,83.4,7,6.6,69.1,yes
STU-0005906,21,3.1,69.2,81.0,4,6.2,66.0,yes
STU-0005907,18,1.0,45.2,79.3,14,4.8,56.4,no
STU-0005908,18,3.0,52.0,69.1,7,6.6,44.4,no
STU-0005909,20,18.4,81.9,89.5,14,9.1,94.2,yes
STU-0005910,24,25.6,75.5,100,14,7.6,94.7,yes
STU-0005911,23,5.5,65.1,60.2,5,6.2,49.2,no
STU-0005912,25,7.6,69.0,96.3,9,7.1,78.9,yes
STU-0005913,17,1.0,58.4,50.9,9,6.5,47.6,no
STU-0005914,20,8.6,70.9,74.9,3,6.1,53.8,no
STU-0005915,23,9.1,78.2,89.1,6,7.1,65.6,yes
